,Drumming_bout,Subspecies,Population,Community,Individual,Date,File_Name,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,N_Interbeats,Summed_N_Interbeats,Check_Matching_N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH
575,578,EAC,Budongo,Waibira,MUG,20.07.23,Budongo WS WW 2023-07-20 Clip 03 11;07 MUG DR,2.12872,2.12872,2.12872,0.0,6,5,5,0,0.237097,1.066934,0.216479,0.067006,0.541199,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,display,NV,NV
576,579,EAC,Budongo,Waibira,DAU,24.07.23,Budongo WS WW 2023-07-24 Clip 01 09;08 DAU DR,0.34556,0.34556,0.34556,0.0,2,1,1,0,0.345561,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
577,580,EAC,Budongo,Waibira,DAU,24.07.23,Budongo WS WW 2023-07-24 Clip 02 09;14 FID DR,0.05927,0.05927,0.05927,0.0,2,1,1,0,0.059272,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
578,581,EAC,Budongo,Waibira,FID,24.07.23,Budongo WS WW 2023-07-24 Clip 02 09;14 FID DR,0.09246,0.09246,0.09246,0.0,2,1,1,0,0.092464,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
579,582,EAC,Budongo,Waibira,DAU,24.07.23,Budongo WS WW 2023-07-24 Clip 03 09;36 (DAU DR),0.11368,0.11368,0.11368,0.0,2,1,1,0,0.113682,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
580,583,EAC,Budongo,Waibira,DAU,24.07.23,Budongo WS WW 2023-07-26 Clip 01 07;45 DAU DR,0.18612,0.18612,0.18612,0.0,2,1,1,0,0.186123,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,display,NV,NV
581,584,EAC,Budongo,Waibira,DAU,26.07.23,Budongo WS WW 2023-07-26 Clip 01 07;45 DAU DR,0.20802,0.20802,0.20802,0.0,3,2,2,0,0.076639,0.131381,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,display,NV,NV
582,585,EAC,Budongo,Waibira,DAU,26.07.23,Budongo WS WW 2023-07-26 Clip 02 08;20 DAU DR,1.0886,1.08859,1.08859,0.0,7,6,6,0,0.073682,0.240061,0.172917,0.040999,0.166379,0.394556,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
583,586,WAC,Fongoli,Fongoli,LX,26.06.23,Fongoli KG 2023-06-26 Clip 40 16;16 LX.MP4,2.66557,2.66557,2.66557,0.0,16,15,15,0,0.077618,0.257842,0.272301,0.108438,0.262662,0.024097,0.081931,0.050605,0.296398,0.274711,0.053014,0.055424,0.067473,0.060244,0.722814,,,,,,,,,,,,Without,0,0,0,0,"vocalisations during drum,  do not sound like PH to me",NV,NV,AFT,NV,NV
584,587,WAC,Fongoli,Fongoli,DF,25.06.23,Fongoli KG 2023-06-25 Clip 05 06;55 audio DF_vis DW.MP4,2.89601,2.89601,2.89601,0.0,14,13,13,0,0.124115,0.20272,0.140663,0.066194,0.17376,0.206858,0.033097,0.239955,0.190309,0.599887,0.504732,0.182035,0.23168,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Unk,NV,NV
585,588,WAC,Fongoli,Fongoli,DW,25.06.23,Fongoli KG 2023-06-25 Clip 05 06;55 audio DF_vis DW.MP4,0.92585,0.92585,0.92585,0.0,5,4,4,0,0.135088,0.28006,0.283355,0.227343,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
586,589,WAC,Fongoli,Fongoli,DW,23.06.23,Fongoli KG 2023-06-23 Clip 38 11;12 DW.MP4,0.49757,0.49757,0.49757,0.0,4,3,3,0,0.172885,0.177102,0.147585,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
587,590,WAC,Fongoli,Fongoli,JM,23.06.23,Fongoli KG 2023-06-23 Clip 31 10;23 (JM).MP4,1.88765,1.88765,1.88765,0.0,8,7,7,0,0.27916,0.231304,0.138251,0.186106,0.467925,0.255232,0.329674,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,ph audible by other chimps,NV,NV,Display,NV,NV
588,591,WAC,Fongoli,Fongoli,CY,23.06.23,Fongoli KG 2023-06-23 Clip 10 07;29 (KL) (AJ) (LP).MP4,0.97059,0.97059,0.97059,0.0,6,5,5,0,0.126255,0.192013,0.120994,0.344571,0.186752,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
589,592,WAC,Fongoli,Fongoli,KL,21.06.23,Fongoli KG 2023-06-21 Clip 28 13;55 KL.MP4,4.74128,4.74127,4.74127,0.0,17,16,16,0,0.231947,0.218303,0.231947,0.218303,0.259235,0.286523,0.443429,0.238769,0.313811,0.272879,0.293345,0.259235,0.238769,0.259235,0.695842,0.279701,,,,,,,,,,,With,Climax,Climax,2,2,multiple CL calls with small pauzes in between,NV,NV,Resting,NV,NV
590,593,WAC,Fongoli,Fongoli,KL,21.06.23,Fongoli KG 2023-06-21 Clip 27 13;51 KL.MP4,5.46734,5.46734,5.46734,0.0,14,13,13,0,0.176129,0.403629,0.198145,0.242177,0.249516,0.6825,0.469677,0.205484,0.579758,1.467742,0.2275,0.278871,0.28621,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV
591,594,WAC,Fongoli,Fongoli,KL,21.06.23,Fongoli KG 2023-06-21 Clip 25 11;23 KL.MP4,0.35711,0.35711,0.35711,0.0,3,2,2,0,0.197943,0.159171,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
592,595,WAC,Fongoli,Fongoli,JM,21.06.23,Fongoli KG 2023-06-21 Clip 18 08;53 JM.MP4,0.68924,0.68924,0.68924,0.0,4,3,3,0,0.262183,0.200016,0.227045,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
593,596,WAC,Fongoli,Fongoli,LP,17.06.23,Fongoli KG 2023-06-17 Clip 28 15;33 LP.MP4,1.61873,1.61873,1.61873,0.0,7,6,6,0,0.210592,0.204306,0.861229,0.132013,0.081722,0.12887,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
594,597,WAC,Fongoli,Fongoli,BN,17.06.23,Fongoli KG 2023-06-17 Clip 18 11;35 BN.MP4,0.55713,0.55713,0.55713,0.0,4,3,3,0,0.164734,0.135787,0.256605,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
595,598,WAC,Fongoli,Fongoli,BN,17.06.23,Fongoli KG 2023-06-17 Clip 13 08;52 (BN).MP4,0.7542,0.7542,0.7542,0.0,4,3,3,0,0.254503,0.248295,0.251399,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
596,599,WAC,Fongoli,Fongoli,SB,16.06.23,Fongoli KG 2023-06-16 Clip 01 06;40 SB.MP4,0.93769,0.93769,0.93769,0.0,10,9,9,0,0.121803,0.12567,0.085069,0.110203,0.069602,0.141137,0.052201,0.166271,0.065735,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
597,600,WAC,Fongoli,Fongoli,SB,11.06.23,Fongoli KG 2023-06-11 Clip 10 08;14 SB (CY) (BN)taba tree cordia folia.MP4,3.11012,3.11013,3.11013,0.0,13,12,12,0,0.325643,0.221815,0.08967,0.155742,0.26429,0.556896,0.235973,0.235973,0.231254,0.226534,0.273729,0.292607,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV
598,601,WAC,Fongoli,Fongoli,CY,11.06.23,Fongoli KG 2023-06-11 Clip 10 08;14 SB (CY) (BN)taba tree cordia folia.MP4,0.62287,0.62287,0.62287,0.0,4,3,3,0,0.215062,0.241437,0.166368,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
599,603,WAC,Fongoli,Fongoli,CY,10.06.23,Fongoli KG 2023-06-10 Clip 03 06;41 CY.MP4,0.69793,0.69793,0.69793,0.0,4,3,3,0,0.259366,0.240503,0.198061,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV
600,604,WAC,Fongoli,Fongoli,DW,10.06.23,Fongoli KG 2023-06-10 Clip 02 06;33 DF DW.MP4,1.32051,1.32051,1.32051,0.0,6,5,5,0,0.42427,0.205859,0.145608,0.233474,0.311299,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
601,605,WAC,Fongoli,Fongoli,LP,10.06.23,Fongoli KG 2023-06-10 Clip 01 06;29 LP DW DF.MP4,1.62981,1.6298,1.6298,0.0,12,11,11,0,0.28704,0.107032,0.136222,0.121627,0.12406,0.201901,0.097302,0.109465,0.080274,0.121627,0.243254,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
602,606,WAC,Fongoli,Fongoli,LX,09.06.23,Fongoli KG 2023-06-09 Clip 46 17;55 LX.MP4,1.3874,1.3874,1.3874,0.0,6,5,5,0,0.0991,0.128084,0.056778,0.501213,0.602221,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
603,608,WAC,Fongoli,Fongoli,LX,09.06.23,Fongoli KG 2023-06-09 Clip 44 17;49 LX.MP4,0.86719,0.86719,0.86719,0.0,6,5,5,0,0.105179,0.096593,0.154549,0.287632,0.223237,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
604,610,WAC,Fongoli,Fongoli,LX,09.06.23,Fongoli KG 2023-06-09 Clip 42 17;40 LX.MP4,1.98428,1.98428,1.98428,0.0,9,8,8,0,0.091739,0.186875,0.22425,0.693138,0.397535,0.139307,0.132512,0.118921,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
605,611,WAC,Fongoli,Fongoli,LX,09.06.23,Fongoli KG 2023-06-09 Clip 30 11;25 LX.MP4,1.82786,1.82786,1.82786,0.0,6,5,5,0,0.306688,0.766719,0.092006,0.435497,0.226949,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
606,612,WAC,Fongoli,Fongoli,MN?,08.06.23,Fongoli KG 2023-06-08 Clip 14 15;24 MI (KD) (BN).MP4,0.77997,0.77997,0.77997,0.0,4,3,3,0,0.453901,0.200087,0.125981,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
607,613,WAC,Fongoli,Fongoli,LX,08.06.23,Fongoli KG 2023-06-08 Clip 13 14;XX LX (AR) (LL DY) (FA).mov,0.76502,0.76502,0.76502,0.0,7,6,6,0,0.102513,0.133113,0.116283,0.116283,0.220326,0.076502,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
608,614,WAC,Fongoli,Fongoli,CY?,08.06.23,Fongoli KG 2023-06-08 Clip 01 12;29 AJ KL (LL DY) (CY) (LX) (AR).MP4,0.74627,0.74627,0.74627,0.0,5,4,4,0,0.122675,0.219793,0.189124,0.214681,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Unk,NV,NV
609,615,WAC,Fongoli,Fongoli,LP?,31.05.23,Fongoli KG 2023-05-31 Clip 09 06;59 KL LP (EV EL).MP4,1.599,1.599,1.599,0.0,5,4,4,0,0.185464,0.867168,0.085213,0.461153,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Display,NV,NV
610,616,WAC,Fongoli,Fongoli,LP,27.05.23,Fongoli KG 2023-05-27 Clip 09 08;32 LP.MP4,1.7357,1.7357,1.7357,0.0,8,7,7,0,0.109062,0.118343,0.074255,0.109062,0.092818,0.139228,1.092936,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,no cl,NV,NV,Traveling,NV,NV
611,617,WAC,Fongoli,Fongoli,BO,05.06.18,Fongoli AR 2018-06-05 Clip 04 BOphbuttressdrum.MP4,3.53747,3.53747,3.53747,0.0,24,23,23,0,0.172901,0.158882,0.135517,0.149536,0.191594,0.20094,0.24767,0.20094,0.14019,0.186921,0.056076,0.186921,0.084114,0.172901,0.070095,0.163555,0.09346,0.135517,0.088787,0.126171,0.135517,0.163555,0.275708,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
612,618,WAC,Fongoli,Fongoli,BO,05.06.18,Fongoli AR 2018-06-05 Clip 03 BOphbuttress2.MP4,3.77852,3.77851,3.77851,0.0,9,8,8,0,0.259268,0.233766,2.545928,0.063754,0.153011,0.127509,0.195514,0.199764,,,,,,,,,,,,,,,,,,,With,before,after,0,0,NV,NV,NV,Traveling,NV,NV
613,619,EAC,Gombe,Kasekela,FO,22.07.17,KSK012,1.19703,1.19703,1.19703,0.0,7,6,6,0,0.171005,0.050668,0.430679,0.183672,0.082336,0.278674,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Display,NV,NV
614,620,EAC,Gombe,Kasekela,SL,17.08.17,KSK094_2,1.2044,1.2044,1.2044,0.0,6,5,5,0,0.380688,0.316127,0.104634,0.262697,0.140254,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,NV,Resting,NV,NV
615,621,EAC,Gombe,Kasekela,ZS,31.08.17,KSK141,0.29828,0.29828,0.29828,0.0,3,2,2,0,0.168839,0.129443,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,no climax,NV,NV,Traveling,NV,NV
616,622,EAC,Gombe,Kasekela,SL,27.05.17,KSK242,2.38923,2.38923,2.38923,0.0,13,12,12,0,0.053094,0.127426,0.323572,0.07292,0.048255,0.231628,0.178438,0.345111,0.249542,0.254851,0.222995,0.281397,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
617,623,EAC,Gombe,Kasekela,SL,27.05.17,KSK243,1.43819,1.4382,1.4382,0.0,8,7,7,0,0.095994,0.145705,0.113136,0.36512,0.289696,0.222843,0.205701,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Display,NV,NV
618,624,EAC,Gombe,Kasekela,ZS,9.06.17,KSK281,0.27015,0.27015,0.27015,0.0,3,2,2,0,0.177823,0.092331,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
619,625,EAC,Gombe,Kasekela,FO,11.09.16,KSK024,0.70653,0.70653,0.70653,0.0,6,5,5,0,0.116091,0.171016,0.144802,0.092373,0.18225,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Traveling,NV,NV
620,626,EAC,Gombe,Kasekela,FU,27.09.16,KSK082_1,0.07471,0.07471,0.07471,0.0,2,1,1,0,0.074705,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
621,627,EAC,Gombe,Kasekela,SL,20.08.17,KSK096,2.15501,2.15501,2.15501,0.0,7,6,6,0,0.148622,0.14119,0.988333,0.30839,0.300959,0.267519,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
622,628,EAC,Gombe,Kasekela,FU,26.08.17,KSK105,0.37274,0.37274,0.37274,0.0,3,2,2,0,0.073567,0.299174,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Display,NV,NV
623,629,EAC,Gombe,Kasekela,FND,26.05.17,KSK234,0.15157,0.15157,0.15157,0.0,2,1,1,0,0.151566,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Display,NV,NV
624,630,EAC,Gombe,Kasekela,FND,27.05.17,KSK239,0.12758,0.12758,0.12758,0.0,2,1,1,0,0.127581,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Traveling,NV,NV
625,631,EAC,Gombe,Kasekela,FND,2.06.17,KSK246,0.56981,0.56981,0.56981,0.0,3,2,2,0,0.47429,0.095517,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Display,NV,NV
626,632,EAC,Gombe,Kasekela,SN,5.06.17,KSK259,1.30025,1.30025,1.30025,0.0,6,5,5,0,0.141662,0.609651,0.199844,0.149251,0.199844,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Resting,NV,NV
627,633,EAC,Gombe,Kasekela,ZS,9.06.17,KSK280,0.33591,0.33591,0.33591,0.0,4,3,3,0,0.063162,0.195229,0.077517,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,no climax,NV,NV,Traveling,NV,NV
628,634,EAC,Gombe,Kasekela,GIM,12.06.17,KSK311,0.91135,0.91135,0.91135,0.0,6,5,5,0,0.106421,0.270891,0.102551,0.270891,0.160599,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
629,635,EAC,Gombe,Kasekela,FU,15.06.17,KSK322,2.14671,2.14671,2.14671,0.0,8,7,7,0,0.185967,0.11724,0.226395,0.885365,0.153625,0.319378,0.080855,0.177882,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,NV,Display,NV,NV
630,636,EAC,Gombe,Kasekela,FU,25.12.16,KSK534,1.71135,1.71135,1.71135,0.0,7,6,6,0,0.162228,0.162228,0.40398,0.146324,0.715713,0.120876,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Display,NV,NV
631,637,EAC,Gombe,Kasekela,SL,30.09.17,MTB020,3.57875,3.57875,3.57875,0.0,7,6,6,0,0.223672,0.223672,0.381785,1.962915,0.35479,0.431918,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,NV,Display,NV,NV
632,638,EAC,Gombe,Kasekela,SL,30.09.17,MTB022,1.65527,1.65527,1.65527,0.0,4,3,3,0,0.949121,0.417613,0.288533,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Display,NV,NV
633,639,EAC,Gombe,Kasekela,SL,30.09.17,MTB023,3.36059,3.36059,3.36059,0.0,7,6,6,0,0.483436,0.084484,0.543414,0.644662,1.294816,0.309775,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,NV,Display,NV,NV
634,640,EAC,Gombe,Kasekela,FU,1.10.17,MTB025,2.31243,2.31243,2.31243,0.0,6,5,5,0,0.145118,0.094642,0.214523,0.80446,1.053686,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
635,641,EAC,Gombe,Kasekela,FU,1.10.17,MTB026,1.04294,1.04294,1.04294,0.0,6,5,5,0,0.116105,0.080072,0.136123,0.598541,0.112101,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV
636,642,EAC,Gombe,Kasekela,FU,1.10.17,MTB028,1.58881,1.58881,1.58881,0.0,8,7,7,0,0.109738,0.104967,0.932771,0.169378,0.062026,0.155064,0.054869,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV
637,643,EAC,Gombe,Kasekela,FU,1.10.17,MTB030,1.98645,1.98645,1.98645,0.0,8,7,7,0,0.164149,0.085643,0.766031,0.099917,0.168907,0.60426,0.097539,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV
638,644,EAC,Gombe,Kasekela,FU,1.10.17,MTB031,0.36601,0.36601,0.36601,0.0,3,2,2,0,0.324686,0.041324,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
639,645,EAC,Gombe,Kasekela,SL,29.11.17,MTB122,0.09207,0.09207,0.09207,0.0,2,1,1,0,0.092068,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV
640,646,EAC,Gombe,Kasekela,FU,1.12.17,MTB128,0.10005,0.10005,0.10005,0.0,2,1,1,0,0.10005,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
641,647,EAC,Gombe,Mitumba,EDG,26.11.16,MTB031,1.12537,1.12537,1.12537,0.0,3,2,2,0,0.38962,0.73575,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV
642,648,EAC,Gombe,Mitumba,EDG,12.01.17,MTB033(2),0.93358,0.93358,0.93358,0.0,2,1,1,0,0.93358,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
643,649,EAC,Gombe,Mitumba,EDG,14.07.17,KSK046,0.43065,0.43065,0.43065,0.0,4,3,3,0,0.16223,0.14453,0.12389,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
644,650,EAC,Gombe,Mitumba,EDG,14.07.17,KSK049,0.20753,0.20753,0.20753,0.0,2,1,1,0,0.20753,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
645,651,EAC,Gombe,Mitumba,KOC,23.11.16,MTB023,0.30048,0.30048,0.30048,0.0,2,1,1,0,0.30048,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Display,NV,NV
646,652,EAC,Gombe,Mitumba,EDG,7.09.16,MTB024,1.47009,1.47009,1.47009,0.0,4,3,3,0,0.95676,0.12773,0.3856,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Feeding,NV,NV
647,653,EAC,Gombe,Mitumba,EDG,7.09.16,MTB025,0.14357,0.14357,0.14357,0.0,3,2,2,0,0.10798,0.03559,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Feeding,NV,NV
648,654,EAC,Gombe,Mitumba,KOC,16.09.16,MTB036,0.17999,0.17999,0.17999,0.0,3,2,2,0,0.09078,0.08921,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV
649,655,EAC,Gombe,Mitumba,EDG,15.02.17,MTB048,0.10999,0.10999,0.10999,0.0,2,1,1,0,0.10999,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
650,656,EAC,Gombe,Mitumba,EDG,2.10.16,MTB076,0.08905,0.08905,0.08905,0.0,2,1,1,0,0.08905,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV
651,657,EAC,Gombe,Mitumba,EDG,2.10.16,MTB079,0.0744,0.0744,0.0744,0.0,2,1,1,0,0.0744,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,NV,NV,Traveling,NV,NV
652,658,EAC,Gombe,Mitumba,EDG,2.10.16,MTB080,0.06617,0.06617,0.06617,0.0,2,1,1,0,0.06617,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV
653,659,EAC,Gombe,Mitumba,KOC,14.10.16,MTB118,0.0871,0.0871,0.0871,0.0,2,1,1,0,0.0871,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,NV,Feeding,NV,NV
654,660,EAC,Kibale,Kanyawara,kk,27.07.11,1002,0.95637,0.95637,0.95637,0.0,5,4,4,0,0.163859,0.072483,0.656372,0.063657,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,Climax,NV,NV,Traveling,NV,NV
655,661,EAC,Kibale,Kanyawara,tj,19.10.10,1014,0.54716,0.54716,0.54716,0.0,4,3,3,0,0.148153,0.202448,0.196556,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,"Ph roar, No Climax",NV,NV,Traveling,NV,NV
656,662,EAC,Kibale,Kanyawara,tj,19.12.10,1015,0.10377,0.10377,0.10377,0.0,2,1,1,0,0.10377,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,"Ph roar, No Climax",NV,NV,Resting,NV,NV
657,663,EAC,Kibale,Kanyawara,tj,19.12.10,1017,0.91564,0.91565,0.91565,0.0,7,6,6,0,0.094396,0.136285,0.160474,0.061358,0.25723,0.205902,,,,,,,,,,,,,,,,,,,,,With,Roar,Let-Down,1,3,"Pant-hoot roar, No Climax",NV,NV,Traveling,NV,NV
658,664,EAC,Kibale,Kanyawara,kk,21.12.10,1030,0.66343,0.66343,0.66343,0.0,5,4,4,0,0.196638,0.074532,0.315573,0.076686,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
659,665,EAC,Kibale,Kanyawara,kk,21.12.10,1032,0.43103,0.43103,0.43103,0.0,4,3,3,0,0.066729,0.304787,0.059515,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV
660,666,EAC,Kibale,Kanyawara,kk,21.12.10,1033,0.50914,0.50914,0.50914,0.0,4,3,3,0,0.136866,0.125048,0.247226,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Climax,NV,NV,Resting,NV,NV
661,667,EAC,Kibale,Kanyawara,kk,23.12.10,1064,0.51374,0.51374,0.51374,0.0,4,3,3,0,0.096489,0.318152,0.099097,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,"Ph roar, No Climax ",NV,NV,Traveling,NV,NV
662,668,EAC,Kibale,Kanyawara,unk,NV,1065,1.6641,1.6641,1.6641,0.0,5,4,4,0,0.17712,0.286275,1.120385,0.080322,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Unk,NV,NV
